x.pos,y.pos,area,tidestate,observationhour,GridCode,Year,DayOfMonth,MonthOfYear,impact,count,pres
-2500,-4500,0.317975904,FLOOD,10,e11,9,16,3,0,0,0
-2500,2500,1,FLOOD,10,e4,9,16,3,0,0,0
-2500,1500,1,FLOOD,10,e5,9,16,3,0,0,0
-2500,500,1,FLOOD,10,e6,9,16,3,0,1,1
-2500,-500,1,FLOOD,10,e7,9,16,3,0,3,1
-2500,-1500,1,FLOOD,10,e8,9,16,3,0,0,0
-2500,-2500,1,FLOOD,10,e9,9,16,3,0,0,0
-3500,-3500,0.544481928,FLOOD,10,f10,9,16,3,0,0,0
-3500,3500,0.544481928,FLOOD,10,f3,9,16,3,0,0,0
-3500,2500,1,FLOOD,10,f4,9,16,3,0,0,0
-3500,1500,1,FLOOD,10,f5,9,16,3,0,0,0
-3500,500,1,FLOOD,10,f6,9,16,3,0,0,0
-3500,-500,1,FLOOD,10,f7,9,16,3,0,0,0
-3500,-1500,1,FLOOD,10,f8,9,16,3,0,0,0
-3500,-2500,1,FLOOD,10,f9,9,16,3,0,0,0
-4500,2500,0.312289157,FLOOD,10,g4,9,16,3,0,0,0
-4500,1500,0.756857143,FLOOD,10,g5,9,16,3,0,0,0
-4500,500,0.963855422,FLOOD,10,g6,9,16,3,0,0,0
-4500,-500,0.963855422,FLOOD,10,g7,9,16,3,0,0,0
-4500,-1500,0.759036145,FLOOD,10,g8,9,16,3,0,1,1
-4500,-2500,0.315428571,FLOOD,10,g9,9,16,3,0,0,0
1500,-4500,0.385253012,FLOOD,11,a11,9,16,3,0,0,0
500,-3500,1,FLOOD,11,b10,9,16,3,0,0,0
500,-4500,0.96886747,FLOOD,11,b11,9,16,3,0,0,0
500,-500,0.162024096,FLOOD,11,b7,9,16,3,0,0,0
500,-1500,0.493975904,FLOOD,11,b8,9,16,3,0,0,0
500,-2500,0.828,FLOOD,11,b9,9,16,3,0,0,0
-500,-3500,1,FLOOD,11,c10,9,16,3,0,0,0
-500,-4500,0.969253012,FLOOD,11,c11,9,16,3,0,0,0
-500,500,0.829975904,FLOOD,11,c6,9,16,3,0,0,0
-500,-500,1,FLOOD,11,c7,9,16,3,0,6,1
-500,-1500,1,FLOOD,11,c8,9,16,3,0,1,1
-500,-2500,1,FLOOD,11,c9,9,16,3,0,0,0
-1500,-3500,1,FLOOD,11,d10,9,16,3,0,0,0
-1500,-4500,0.762506024,FLOOD,11,d11,9,16,3,0,0,0
-1500,1500,1,FLOOD,11,d5,9,16,3,0,0,0
-1500,500,1,FLOOD,11,d6,9,16,3,0,9,1
-1500,-500,1,FLOOD,11,d7,9,16,3,0,15,1
-1500,-1500,1,FLOOD,11,d8,9,16,3,0,26,1
-1500,-2500,1,FLOOD,11,d9,9,16,3,0,0,0
-2500,-3500,1,FLOOD,11,e10,9,16,3,0,6,1
-2500,-4500,0.317975904,FLOOD,11,e11,9,16,3,0,0,0
-2500,2500,1,FLOOD,11,e4,9,16,3,0,0,0
-2500,1500,1,FLOOD,11,e5,9,16,3,0,0,0
-2500,500,1,FLOOD,11,e6,9,16,3,0,0,0
-2500,-500,1,FLOOD,11,e7,9,16,3,0,1,1
-2500,-1500,1,FLOOD,11,e8,9,16,3,0,0,0
-2500,-2500,1,FLOOD,11,e9,9,16,3,0,2,1
-3500,-3500,0.544481928,FLOOD,11,f10,9,16,3,0,0,0
-3500,3500,0.544481928,FLOOD,11,f3,9,16,3,0,0,0
-3500,2500,1,FLOOD,11,f4,9,16,3,0,0,0
-3500,1500,1,FLOOD,11,f5,9,16,3,0,0,0
-3500,500,1,FLOOD,11,f6,9,16,3,0,0,0
-3500,-500,1,FLOOD,11,f7,9,16,3,0,0,0
-3500,-1500,1,FLOOD,11,f8,9,16,3,0,0,0
-3500,-2500,1,FLOOD,11,f9,9,16,3,0,0,0
-4500,2500,0.312289157,FLOOD,11,g4,9,16,3,0,0,0
-4500,1500,0.756857143,FLOOD,11,g5,9,16,3,0,0,0
-4500,500,0.963855422,FLOOD,11,g6,9,16,3,0,0,0
-4500,-500,0.963855422,FLOOD,11,g7,9,16,3,0,0,0
-4500,-1500,0.759036145,FLOOD,11,g8,9,16,3,0,0,0
-4500,-2500,0.315428571,FLOOD,11,g9,9,16,3,0,0,0
1500,-4500,0.385253012,FLOOD,12,a11,9,16,3,0,0,0
500,-3500,1,FLOOD,12,b10,9,16,3,0,0,0
500,-4500,0.96886747,FLOOD,12,b11,9,16,3,0,0,0
500,-500,0.162024096,FLOOD,12,b7,9,16,3,0,0,0
500,-1500,0.493975904,FLOOD,12,b8,9,16,3,0,0,0
500,-2500,0.828,FLOOD,12,b9,9,16,3,0,0,0
-500,-3500,1,FLOOD,12,c10,9,16,3,0,0,0
-500,-4500,0.969253012,FLOOD,12,c11,9,16,3,0,0,0
-500,500,0.829975904,FLOOD,12,c6,9,16,3,0,6,1
-500,-500,1,FLOOD,12,c7,9,16,3,0,1,1
-500,-1500,1,FLOOD,12,c8,9,16,3,0,0,0
-500,-2500,1,FLOOD,12,c9,9,16,3,0,0,0
-1500,-3500,1,FLOOD,12,d10,9,16,3,0,0,0
-1500,-4500,0.762506024,FLOOD,12,d11,9,16,3,0,0,0
-1500,1500,1,FLOOD,12,d5,9,16,3,0,0,0
-1500,500,1,FLOOD,12,d6,9,16,3,0,0,0
-1500,-500,1,FLOOD,12,d7,9,16,3,0,0,0
-1500,-1500,1,FLOOD,12,d8,9,16,3,0,23,1
-1500,-2500,1,FLOOD,12,d9,9,16,3,0,1,1
-2500,-3500,1,FLOOD,12,e10,9,16,3,0,1,1
-2500,-4500,0.317975904,FLOOD,12,e11,9,16,3,0,0,0
-2500,2500,1,FLOOD,12,e4,9,16,3,0,0,0
-2500,1500,1,FLOOD,12,e5,9,16,3,0,0,0
-2500,500,1,FLOOD,12,e6,9,16,3,0,0,0
-2500,-500,1,FLOOD,12,e7,9,16,3,0,0,0
-2500,-1500,1,FLOOD,12,e8,9,16,3,0,0,0
-2500,-2500,1,FLOOD,12,e9,9,16,3,0,2,1
-3500,-3500,0.544481928,FLOOD,12,f10,9,16,3,0,0,0
-3500,3500,0.544481928,FLOOD,12,f3,9,16,3,0,0,0
-3500,2500,1,FLOOD,12,f4,9,16,3,0,1,1
-3500,1500,1,FLOOD,12,f5,9,16,3,0,0,0
-3500,500,1,FLOOD,12,f6,9,16,3,0,0,0
-3500,-500,1,FLOOD,12,f7,9,16,3,0,0,0
-3500,-1500,1,FLOOD,12,f8,9,16,3,0,0,0
-3500,-2500,1,FLOOD,12,f9,9,16,3,0,0,0
-4500,2500,0.312289157,FLOOD,12,g4,9,16,3,0,0,0
-4500,1500,0.756857143,FLOOD,12,g5,9,16,3,0,0,0
-4500,500,0.963855422,FLOOD,12,g6,9,16,3,0,1,1
-4500,-500,0.963855422,FLOOD,12,g7,9,16,3,0,0,0
-4500,-1500,0.759036145,FLOOD,12,g8,9,16,3,0,0,0
-4500,-2500,0.315428571,FLOOD,12,g9,9,16,3,0,0,0
1500,-4500,0.385253012,SLACK,13,a11,9,19,3,0,0,0
500,-3500,1,SLACK,13,b10,9,19,3,0,0,0
500,-4500,0.96886747,SLACK,13,b11,9,19,3,0,0,0
500,-500,0.162024096,SLACK,13,b7,9,19,3,0,0,0
500,-1500,0.493975904,SLACK,13,b8,9,19,3,0,0,0
500,-2500,0.828,SLACK,13,b9,9,19,3,0,0,0
-500,-3500,1,SLACK,13,c10,9,19,3,0,0,0
-500,-4500,0.969253012,SLACK,13,c11,9,19,3,0,0,0
-500,500,0.829975904,SLACK,13,c6,9,19,3,0,2,1
-500,-500,1,SLACK,13,c7,9,19,3,0,1,1
-500,-1500,1,SLACK,13,c8,9,19,3,0,0,0
-500,-2500,1,SLACK,13,c9,9,19,3,0,0,0
-1500,-3500,1,SLACK,13,d10,9,19,3,0,0,0
-1500,-4500,0.762506024,SLACK,13,d11,9,19,3,0,0,0
-1500,1500,1,SLACK,13,d5,9,19,3,0,0,0
-1500,500,1,SLACK,13,d6,9,19,3,0,65,1
-1500,-500,1,SLACK,13,d7,9,19,3,0,3,1
-1500,-1500,1,SLACK,13,d8,9,19,3,0,0,0
-1500,-2500,1,SLACK,13,d9,9,19,3,0,0,0
-2500,-3500,1,SLACK,13,e10,9,19,3,0,1,1
-2500,-4500,0.317975904,SLACK,13,e11,9,19,3,0,0,0
-2500,2500,1,SLACK,13,e4,9,19,3,0,0,0
-2500,1500,1,SLACK,13,e5,9,19,3,0,0,0
-2500,500,1,SLACK,13,e6,9,19,3,0,0,0
-2500,-500,1,SLACK,13,e7,9,19,3,0,0,0
-2500,-1500,1,SLACK,13,e8,9,19,3,0,0,0
-2500,-2500,1,SLACK,13,e9,9,19,3,0,0,0
-3500,-3500,0.544481928,SLACK,13,f10,9,19,3,0,0,0
-3500,3500,0.544481928,SLACK,13,f3,9,19,3,0,0,0
-3500,2500,1,SLACK,13,f4,9,19,3,0,7,1
-3500,1500,1,SLACK,13,f5,9,19,3,0,0,0
-3500,500,1,SLACK,13,f6,9,19,3,0,0,0
-3500,-500,1,SLACK,13,f7,9,19,3,0,0,0
-3500,-1500,1,SLACK,13,f8,9,19,3,0,0,0
-3500,-2500,1,SLACK,13,f9,9,19,3,0,0,0
-4500,2500,0.312289157,SLACK,13,g4,9,19,3,0,0,0
-4500,1500,0.756857143,SLACK,13,g5,9,19,3,0,0,0
-4500,500,0.963855422,SLACK,13,g6,9,19,3,0,0,0
-4500,-500,0.963855422,SLACK,13,g7,9,19,3,0,1,1
-4500,-1500,0.759036145,SLACK,13,g8,9,19,3,0,3,1
-4500,-2500,0.315428571,SLACK,13,g9,9,19,3,0,0,0
1500,-4500,0.385253012,FLOOD,14,a11,9,19,3,0,0,0
500,-3500,1,FLOOD,14,b10,9,19,3,0,0,0
500,-4500,0.96886747,FLOOD,14,b11,9,19,3,0,0,0
500,-500,0.162024096,FLOOD,14,b7,9,19,3,0,0,0
500,-1500,0.493975904,FLOOD,14,b8,9,19,3,0,0,0
500,-2500,0.828,FLOOD,14,b9,9,19,3,0,0,0
-500,-3500,1,FLOOD,14,c10,9,19,3,0,0,0
-500,-4500,0.969253012,FLOOD,14,c11,9,19,3,0,0,0
-500,500,0.829975904,FLOOD,14,c6,9,19,3,0,5,1
-500,-500,1,FLOOD,14,c7,9,19,3,0,0,0
-500,-1500,1,FLOOD,14,c8,9,19,3,0,0,0
-500,-2500,1,FLOOD,14,c9,9,19,3,0,0,0
-1500,-3500,1,FLOOD,14,d10,9,19,3,0,0,0
-1500,-4500,0.762506024,FLOOD,14,d11,9,19,3,0,0,0
-1500,1500,1,FLOOD,14,d5,9,19,3,0,0,0
-1500,500,1,FLOOD,14,d6,9,19,3,0,4,1
-1500,-500,1,FLOOD,14,d7,9,19,3,0,1,1
-1500,-1500,1,FLOOD,14,d8,9,19,3,0,2,1
-1500,-2500,1,FLOOD,14,d9,9,19,3,0,1,1
-2500,-3500,1,FLOOD,14,e10,9,19,3,0,0,0
-2500,-4500,0.317975904,FLOOD,14,e11,9,19,3,0,1,1
-2500,2500,1,FLOOD,14,e4,9,19,3,0,0,0
-2500,1500,1,FLOOD,14,e5,9,19,3,0,0,0
-2500,500,1,FLOOD,14,e6,9,19,3,0,0,0
-2500,-500,1,FLOOD,14,e7,9,19,3,0,0,0
-2500,-1500,1,FLOOD,14,e8,9,19,3,0,0,0
-2500,-2500,1,FLOOD,14,e9,9,19,3,0,0,0
-3500,-3500,0.544481928,FLOOD,14,f10,9,19,3,0,0,0
-3500,3500,0.544481928,FLOOD,14,f3,9,19,3,0,0,0
-3500,2500,1,FLOOD,14,f4,9,19,3,0,0,0
-3500,1500,1,FLOOD,14,f5,9,19,3,0,0,0
-3500,500,1,FLOOD,14,f6,9,19,3,0,0,0
-3500,-500,1,FLOOD,14,f7,9,19,3,0,0,0
-3500,-1500,1,FLOOD,14,f8,9,19,3,0,0,0
-3500,-2500,1,FLOOD,14,f9,9,19,3,0,0,0
-4500,2500,0.312289157,FLOOD,14,g4,9,19,3,0,0,0
-4500,1500,0.756857143,FLOOD,14,g5,9,19,3,0,0,0
-4500,500,0.963855422,FLOOD,14,g6,9,19,3,0,0,0
-4500,-500,0.963855422,FLOOD,14,g7,9,19,3,0,0,0
-4500,-1500,0.759036145,FLOOD,14,g8,9,19,3,0,0,0
-4500,-2500,0.315428571,FLOOD,14,g9,9,19,3,0,0,0
1500,-4500,0.385253012,FLOOD,15,a11,9,19,3,0,0,0
500,-3500,1,FLOOD,15,b10,9,19,3,0,0,0
500,-4500,0.96886747,FLOOD,15,b11,9,19,3,0,0,0
500,-500,0.162024096,FLOOD,15,b7,9,19,3,0,0,0
500,-1500,0.493975904,FLOOD,15,b8,9,19,3,0,0,0
500,-2500,0.828,FLOOD,15,b9,9,19,3,0,0,0
-500,-3500,1,FLOOD,15,c10,9,19,3,0,0,0
-500,-4500,0.969253012,FLOOD,15,c11,9,19,3,0,0,0
-500,500,0.829975904,FLOOD,15,c6,9,19,3,0,16,1
-500,-500,1,FLOOD,15,c7,9,19,3,0,0,0
-500,-1500,1,FLOOD,15,c8,9,19,3,0,0,0
-500,-2500,1,FLOOD,15,c9,9,19,3,0,0,0
-1500,-3500,1,FLOOD,15,d10,9,19,3,0,0,0
-1500,-4500,0.762506024,FLOOD,15,d11,9,19,3,0,0,0
-1500,1500,1,FLOOD,15,d5,9,19,3,0,0,0
-1500,500,1,FLOOD,15,d6,9,19,3,0,21,1
-1500,-500,1,FLOOD,15,d7,9,19,3,0,0,0
-1500,-1500,1,FLOOD,15,d8,9,19,3,0,0,0
-1500,-2500,1,FLOOD,15,d9,9,19,3,0,0,0
-2500,-3500,1,FLOOD,15,e10,9,19,3,0,0,0
-2500,-4500,0.317975904,FLOOD,15,e11,9,19,3,0,0,0
-2500,2500,1,FLOOD,15,e4,9,19,3,0,1,1
-2500,1500,1,FLOOD,15,e5,9,19,3,0,0,0
-2500,500,1,FLOOD,15,e6,9,19,3,0,0,0
-2500,-500,1,FLOOD,15,e7,9,19,3,0,4,1
-2500,-1500,1,FLOOD,15,e8,9,19,3,0,0,0
-2500,-2500,1,FLOOD,15,e9,9,19,3,0,0,0
-3500,-3500,0.544481928,FLOOD,15,f10,9,19,3,0,0,0
-3500,3500,0.544481928,FLOOD,15,f3,9,19,3,0,0,0
-3500,2500,1,FLOOD,15,f4,9,19,3,0,0,0
-3500,1500,1,FLOOD,15,f5,9,19,3,0,0,0
-3500,500,1,FLOOD,15,f6,9,19,3,0,0,0
-3500,-500,1,FLOOD,15,f7,9,19,3,0,0,0
-3500,-1500,1,FLOOD,15,f8,9,19,3,0,0,0
-3500,-2500,1,FLOOD,15,f9,9,19,3,0,0,0
-4500,2500,0.312289157,FLOOD,15,g4,9,19,3,0,0,0
-4500,1500,0.756857143,FLOOD,15,g5,9,19,3,0,0,0
-4500,500,0.963855422,FLOOD,15,g6,9,19,3,0,0,0
-4500,-500,0.963855422,FLOOD,15,g7,9,19,3,0,1,1
-4500,-1500,0.759036145,FLOOD,15,g8,9,19,3,0,0,0
-4500,-2500,0.315428571,FLOOD,15,g9,9,19,3,0,0,0
1500,-4500,0.385253012,EBB,8,a11,9,25,3,0,0,0
500,-3500,1,EBB,8,b10,9,25,3,0,0,0
500,-4500,0.96886747,EBB,8,b11,9,25,3,0,0,0
500,-500,0.162024096,EBB,8,b7,9,25,3,0,0,0
500,-1500,0.493975904,EBB,8,b8,9,25,3,0,0,0
500,-2500,0.828,EBB,8,b9,9,25,3,0,0,0
-500,-3500,1,EBB,8,c10,9,25,3,0,0,0
-500,-4500,0.969253012,EBB,8,c11,9,25,3,0,0,0
-500,500,0.829975904,EBB,8,c6,9,25,3,0,2,1
-500,-500,1,EBB,8,c7,9,25,3,0,6,1
-500,-1500,1,EBB,8,c8,9,25,3,0,3,1
-500,-2500,1,EBB,8,c9,9,25,3,0,0,0
-1500,-3500,1,EBB,8,d10,9,25,3,0,0,0
-1500,-4500,0.762506024,EBB,8,d11,9,25,3,0,15,1
-1500,1500,1,EBB,8,d5,9,25,3,0,0,0
-1500,500,1,EBB,8,d6,9,25,3,0,6,1
-1500,-500,1,EBB,8,d7,9,25,3,0,11,1
-1500,-1500,1,EBB,8,d8,9,25,3,0,98,1
-1500,-2500,1,EBB,8,d9,9,25,3,0,0,0
-2500,-3500,1,EBB,8,e10,9,25,3,0,7,1
-2500,-4500,0.317975904,EBB,8,e11,9,25,3,0,0,0
-2500,2500,1,EBB,8,e4,9,25,3,0,0,0
-2500,1500,1,EBB,8,e5,9,25,3,0,0,0
-2500,500,1,EBB,8,e6,9,25,3,0,0,0
-2500,-500,1,EBB,8,e7,9,25,3,0,0,0
-2500,-1500,1,EBB,8,e8,9,25,3,0,0,0
-2500,-2500,1,EBB,8,e9,9,25,3,0,0,0
-3500,-3500,0.544481928,EBB,8,f10,9,25,3,0,3,1
-3500,3500,0.544481928,EBB,8,f3,9,25,3,0,0,0
-3500,2500,1,EBB,8,f4,9,25,3,0,0,0
-3500,1500,1,EBB,8,f5,9,25,3,0,0,0
-3500,500,1,EBB,8,f6,9,25,3,0,0,0
-3500,-500,1,EBB,8,f7,9,25,3,0,3,1
-3500,-1500,1,EBB,8,f8,9,25,3,0,0,0
-3500,-2500,1,EBB,8,f9,9,25,3,0,3,1
-4500,2500,0.312289157,EBB,8,g4,9,25,3,0,8,1
-4500,1500,0.756857143,EBB,8,g5,9,25,3,0,0,0
-4500,500,0.963855422,EBB,8,g6,9,25,3,0,0,0
-4500,-500,0.963855422,EBB,8,g7,9,25,3,0,0,0
-4500,-1500,0.759036145,EBB,8,g8,9,25,3,0,19,1
-4500,-2500,0.315428571,EBB,8,g9,9,25,3,0,0,0
1500,-4500,0.385253012,EBB,9,a11,9,25,3,0,0,0
500,-3500,1,EBB,9,b10,9,25,3,0,0,0
500,-4500,0.96886747,EBB,9,b11,9,25,3,0,0,0
500,-500,0.162024096,EBB,9,b7,9,25,3,0,3,1
500,-1500,0.493975904,EBB,9,b8,9,25,3,0,0,0
500,-2500,0.828,EBB,9,b9,9,25,3,0,0,0
-500,-3500,1,EBB,9,c10,9,25,3,0,0,0
-500,-4500,0.969253012,EBB,9,c11,9,25,3,0,0,0
-500,500,0.829975904,EBB,9,c6,9,25,3,0,0,0
-500,-500,1,EBB,9,c7,9,25,3,0,1,1
